,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,repay_fail
10587,431629,512433,12675,12675,11650,36 months,11.48,417.88,3 years,OTHER,41600,Source Verified,Aug-09,Does not meet the credit policy. Status:Charged Off,debt_consolidation,606xx,IL,16.07,0,Apr-97,4,NA,15,0,19093,43.90%,26,9791.95,8998.66,7626.35,2165.6,Oct-11,151.36,Dec-11,Jun-16,1
10588,718784,913044,35000,35000,34526.65454,60 months,10.37,750.04,2 years,MORTGAGE,74000,Verified,Apr-11,Fully Paid,debt_consolidation,329xx,FL,15.13,0,Sep-93,0,62,10,0,2260,7.80%,24,39632.69908,38941.37,35000,4632.7,Mar-13,2789.48,NA,Jun-16,0
10589,424291,498833,25000,25000,16975.51,36 months,11.58,825.34,8 years,OTHER,96640,Verified,Jul-09,Fully Paid,debt_consolidation,852xx,AZ,19.57,0,Dec-97,1,NA,8,0,17091,38.80%,24,28564.74585,18195.63,24999.99,3564.76,Mar-11,13.89,NA,Mar-11,0
10590,432778,514867,20000,20000,15645.88585,36 months,13.92,682.74,10+ years,RENT,84000,Verified,Aug-09,Fully Paid,credit_card,945xx,CA,20.03,0,Dec-83,1,NA,22,0,27584,54.80%,36,24578.54931,18628.88,20000,4578.55,Aug-12,702.2,NA,Jun-16,0
10591,1048162,1278874,5500,5500,5500,36 months,12.69,184.5,1 year,RENT,20000,Not Verified,Dec-11,Fully Paid,debt_consolidation,750xx,TX,21.3,0,Mar-04,2,NA,9,0,13006,88.50%,11,6636.081911,6636.08,5500,1136.08,Oct-14,562.86,NA,Jun-16,0
10592,828790,1037849,7500,7500,7475,36 months,8.49,236.73,n/a,OWN,28800,Verified,Jul-11,Fully Paid,home_improvement,950xx,CA,7.42,0,Jul-72,0,NA,3,0,8466,35.40%,14,8396.003568,8368.02,7500,896,Aug-13,2961.87,NA,Jun-16,0
10593,586065,752950,10000,10000,10000,36 months,15.58,349.51,2 years,RENT,50784,Verified,Sep-10,Fully Paid,wedding,946xx,CA,4.4,2,Nov-92,1,9,6,0,2093,34.90%,21,12582.85992,12582.86,10000,2582.86,Oct-13,372.02,NA,Oct-13,0
10594,468866,590891,15000,15000,14940.27406,36 months,14.26,514.59,< 1 year,RENT,1.00E+05,Not Verified,Dec-09,Fully Paid,other,073xx,NJ,1.09,0,Nov-01,0,NA,4,0,3098,72%,5,18526.24311,18450.89,14999.99,3526.25,Jan-13,566.18,NA,Feb-13,0
10595,395896,435717,7000,7000,3971.935238,36 months,12.21,233.21,< 1 year,RENT,10000,Not Verified,May-09,Fully Paid,educational,567xx,MN,0,0,Sep-05,2,NA,6,0,0,0%,12,8380.938485,4450.01,7000,1380.94,Jan-12,1156.12,NA,Jan-12,0
10596,635126,813606,13000,13000,13000,36 months,9.25,414.92,9 years,MORTGAGE,68000,Verified,Dec-10,Charged Off,credit_card,026xx,MA,17.08,0,Dec-87,4,36,7,0,20731,62.40%,30,4187.36,4187.36,2915.98,811.46,Oct-11,414.92,NA,Mar-12,1
10597,1035859,1265496,19600,19600,19575,36 months,9.91,631.61,3 years,MORTGAGE,60000,Verified,Nov-11,Fully Paid,wedding,333xx,FL,16.2,0,Aug-03,4,NA,12,0,4590,21.50%,31,22661.16257,22632.26,19600,3061.16,Jul-14,3727.25,NA,Jun-16,0
10598,985852,1209743,14100,14100,14100,36 months,6.03,429.15,6 years,RENT,83203.68,Source Verified,Oct-11,Fully Paid,debt_consolidation,454xx,OH,25.57,0,Mar-97,1,NA,6,0,2504,15.30%,28,14960.90859,14960.91,14100,860.91,May-13,4671.12,NA,Jun-13,0
10599,568915,731866,3000,3000,3000,36 months,10.75,97.87,10+ years,RENT,43000,Not Verified,Aug-10,Charged Off,vacation,126xx,NY,18.39,0,Nov-01,0,NA,5,0,26482,89.90%,19,891.46,891.46,585.31,196.61,May-11,97.87,NA,Oct-11,1
10600,512512,662171,9500,9500,9425,36 months,7.88,297.17,5 years,RENT,41000,Not Verified,May-10,Fully Paid,debt_consolidation,234xx,VA,13.08,0,Nov-96,0,NA,16,0,9255,24.30%,29,10698.89632,10614.43,9500,1198.9,May-13,316.56,NA,Jun-16,0
10601,641052,820606,6000,6000,6000,36 months,6.17,183,10+ years,MORTGAGE,80004,Not Verified,Jan-11,Fully Paid,other,446xx,OH,11.19,0,Sep-84,0,NA,10,0,1218,4.70%,42,6463.715303,6463.72,6000,463.72,Sep-12,2992.1,NA,Oct-12,0
10602,722049,916827,24000,24000,23750,36 months,10.37,778.59,< 1 year,MORTGAGE,268000,Source Verified,Apr-11,Fully Paid,credit_card,606xx,IL,3.77,0,Sep-91,0,NA,10,0,28163,80.50%,20,27525.5676,27238.84,24000,3525.57,Apr-13,9624.63,NA,Jun-16,0
10603,768837,970220,8000,8000,7975,36 months,7.49,248.82,5 years,RENT,36996,Not Verified,Jun-11,Fully Paid,debt_consolidation,936xx,CA,3.76,0,Jun-99,0,54,7,0,5071,34.70%,24,8583.242798,8556.42,8000,583.24,Aug-12,5358.88,NA,Jun-16,0
10604,847732,1059266,8000,8000,7975,36 months,10.59,260.36,2 years,RENT,48000,Source Verified,Aug-11,Fully Paid,debt_consolidation,606xx,IL,3.58,0,May-06,1,NA,4,0,7025,49.20%,7,9234.244143,9205.39,8000,1234.24,Dec-13,1664.15,NA,Jan-14,0
10605,866587,1080061,10000,10000,10000,36 months,8.49,315.63,10+ years,RENT,35000,Not Verified,Sep-11,Fully Paid,credit_card,800xx,CO,20.88,0,Mar-98,2,NA,4,0,5864,83.80%,24,10768.09047,10768.09,10000,768.09,Oct-12,6646.33,NA,Oct-12,0
10606,681637,870690,5000,5000,5000,60 months,11.11,108.99,< 1 year,MORTGAGE,30000,Source Verified,Feb-11,Fully Paid,major_purchase,281xx,NC,11.76,0,Oct-03,1,26,9,0,459,4.60%,12,6424.173499,6424.17,5000,1424.17,Dec-14,1647.77,NA,Jun-16,0
10607,575794,740562,1500,1500,1500,36 months,7.51,46.67,< 1 year,RENT,45000,Not Verified,Sep-10,Fully Paid,vacation,220xx,VA,20.77,0,Aug-01,2,31,10,0,17172,79.10%,23,1564.951828,1564.95,1500,64.95,Mar-12,25.56,NA,Mar-12,0
10608,569576,732674,9200,9200,9125,36 months,11.86,304.96,< 1 year,RENT,66000,Not Verified,Aug-10,Fully Paid,debt_consolidation,112xx,NY,10.09,1,Jan-95,3,4,8,0,10280,51.70%,15,10931.7224,10842.61,9200,1731.72,Jun-13,209.26,NA,Jun-14,0
10609,872260,1086445,7000,7000,7000,60 months,10.99,152.17,< 1 year,OWN,27000,Not Verified,Sep-11,Fully Paid,home_improvement,295xx,SC,4.4,0,Oct-03,0,NA,4,0,3204,66.70%,10,8576.897818,8576.9,7000,1576.9,Apr-14,4025.57,NA,Apr-14,0
10610,411775,464294,12000,12000,3725.004991,36 months,14.11,410.75,1 year,MORTGAGE,45000,Verified,Jun-09,Charged Off,credit_card,302xx,GA,7.23,1,Sep-98,3,21,6,0,13018,81.40%,11,14060.81561,4361.8,4486.36,2043.41,Jan-11,804.25,NA,Jun-16,1
10611,848217,1059803,5000,5000,4750,36 months,8.49,157.82,10+ years,RENT,60000,Source Verified,Aug-11,Fully Paid,home_improvement,951xx,CA,16.52,0,Jul-90,0,NA,19,1,13568,41.60%,29,5681.296206,5397.23,5000,681.3,Aug-14,181.1,NA,Jun-16,0
10612,845224,1056395,29900,24475,22346.96573,60 months,13.49,563.04,4 years,MORTGAGE,93996,Verified,Aug-11,Fully Paid,debt_consolidation,275xx,NC,27.92,0,Aug-95,3,35,19,0,28096,41.40%,59,33654.06315,29754.97,24475,9179.06,Mar-16,167.3,NA,Feb-16,0
10613,832602,1042017,18000,18000,18000,60 months,16.89,446.29,4 years,MORTGAGE,75000,Verified,Aug-11,Fully Paid,debt_consolidation,924xx,CA,21.1,0,Mar-87,3,24,14,0,11665,37.40%,29,26648.25004,26648.25,18000,8648.25,Jan-16,3441.17,NA,Feb-16,0
10614,566102,728250,19000,19000,18750,60 months,11.12,414.25,10+ years,MORTGAGE,63600,Verified,Aug-10,Charged Off,debt_consolidation,959xx,CA,11.3,0,Feb-89,0,NA,18,0,9280,19.30%,43,4968.36,4902.74,2996.99,1955.05,Sep-11,414.25,NA,Jun-16,1
10615,679046,867473,35000,35000,34993.26306,60 months,16.4,858.59,10+ years,OWN,76000,Verified,Feb-11,Charged Off,debt_consolidation,330xx,FL,22.63,0,Aug-95,2,31,9,0,11513,49.20%,21,10297.35,10282.65,4042.09,5172.5,May-12,200.33,NA,Sep-12,1
10616,633459,811548,5000,5000,5000,60 months,15.57,120.46,2 years,RENT,19760,Source Verified,Dec-10,Fully Paid,debt_consolidation,335xx,FL,12.15,0,Mar-04,0,NA,8,0,2479,41.30%,11,7221.89,7221.89,5000,2221.89,Oct-15,476.13,NA,Jun-16,0
10617,592131,760514,20000,20000,19620.5965,60 months,11.86,443.48,3 years,RENT,50000,Verified,Oct-10,Fully Paid,wedding,074xx,NJ,15.94,0,Aug-05,0,29,11,0,3202,33.70%,13,26015.70357,25432.65,20000,6015.7,May-14,7425.83,NA,Jun-16,0
10618,569438,732520,8000,8000,7925,36 months,11.86,265.18,3 years,RENT,28000,Source Verified,Aug-10,Fully Paid,house,089xx,NJ,13.41,0,Jul-86,2,41,8,0,2415,39.40%,19,9033.820768,8949.13,8000,1033.82,Jan-12,5070.88,NA,Jun-16,0
10619,655892,838883,6450,6450,6450,36 months,10.37,209.25,2 years,MORTGAGE,126000,Not Verified,Jan-11,Fully Paid,debt_consolidation,117xx,NY,2.42,0,Jun-96,0,32,4,0,7153,78.60%,15,7299.18398,7299.18,6450,849.18,Oct-12,3326.74,NA,Sep-12,0
10620,1036481,1266355,12000,12000,12000,36 months,16.29,423.61,5 years,MORTGAGE,72000,Not Verified,Nov-11,Fully Paid,debt_consolidation,633xx,MO,16.33,1,Apr-93,3,16,10,0,16431,69%,17,15249.70717,15249.71,12000,3249.71,Dec-14,429.45,NA,Dec-14,0
10621,878395,1093172,28000,28000,27407.91999,60 months,11.99,622.71,10+ years,MORTGAGE,90000,Verified,Sep-11,Fully Paid,debt_consolidation,347xx,FL,10.43,0,Mar-95,0,NA,7,0,42332,76.10%,21,35097.61663,34262.46,28000,7097.62,Sep-14,12890.26,NA,Sep-14,0
10622,695720,886835,4200,4200,4200,60 months,14.91,99.72,1 year,RENT,42000,Not Verified,Mar-11,Fully Paid,other,290xx,SC,2.63,0,Aug-06,0,NA,5,0,1408,93.90%,8,5998.880558,5998.88,4200,1783.88,Apr-16,0.68,NA,Apr-16,0
10623,516210,667176,12600,12600,12550,60 months,15.33,301.95,10+ years,MORTGAGE,48000,Not Verified,May-10,Fully Paid,credit_card,925xx,CA,17.57,0,Aug-78,0,NA,19,0,15873,55%,51,13688.11927,13633.8,12600,1088.12,Dec-10,11884.52,NA,Dec-10,0
10624,607394,779203,24250,14925,14925,36 months,6.17,455.2,< 1 year,MORTGAGE,130000,Verified,Nov-10,Fully Paid,home_improvement,760xx,TX,8.21,0,Apr-91,0,NA,16,0,13862,14.80%,42,16387.69079,16387.69,14925,1462.69,Nov-13,463.54,NA,Jun-16,0
10625,636074,814838,15000,15000,14475,36 months,8.88,476.16,5 years,MORTGAGE,43000,Verified,Dec-10,Fully Paid,debt_consolidation,333xx,FL,13.59,0,Jun-01,2,NA,12,0,46043,78.20%,27,17108.3988,16509.6,15000,2108.4,Sep-13,2380.59,NA,Mar-16,0
10626,589923,757804,1800,1800,1800,36 months,7.14,55.7,< 1 year,RENT,35000,Not Verified,Oct-10,Fully Paid,moving,223xx,VA,17.38,0,Sep-95,1,NA,5,0,2605,40.70%,16,1869.297763,1869.3,1800,69.3,May-11,1535.73,NA,Jun-16,0
10627,852879,1065011,1000,1000,1000,36 months,17.99,36.15,1 year,RENT,24000,Verified,Aug-11,Charged Off,debt_consolidation,972xx,OR,12.65,0,May-04,0,NA,7,0,3049,98.40%,9,159.25,159.25,86.03,58.23,Jan-12,87.3,NA,Jun-16,1
10628,461230,576286,13500,13500,13421.05876,36 months,14.96,467.71,10+ years,MORTGAGE,95620,Verified,Nov-09,Fully Paid,debt_consolidation,173xx,PA,16.49,0,Sep-93,1,NA,10,0,21881,96.40%,18,16803.1833,16683.66,13500,3303.18,Sep-12,1858.22,NA,Jan-16,0
10629,629128,806071,11000,11000,11000,60 months,16.69,271.55,2 years,RENT,26952,Source Verified,Dec-10,Charged Off,small_business,191xx,PA,7.35,0,Jun-07,2,NA,8,0,4379,43.40%,8,3269.39,3269.39,1257.31,1446.79,Oct-11,271.55,NA,Mar-12,1
10630,727355,922855,12000,12000,12000,36 months,7.29,372.12,2 years,RENT,22452,Verified,Apr-11,Fully Paid,debt_consolidation,971xx,OR,14.97,0,Apr-01,0,NA,8,0,13159,51.10%,21,13396.25366,13396.25,12000,1396.25,May-14,392.85,NA,Jun-16,0
10631,389780,424282,5000,5000,4842.57,36 months,16.95,178.14,8 years,MORTGAGE,50000,Source Verified,Apr-09,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,438xx,OH,20.86,1,Jan-96,7,23,11,1,8652,80.10%,46,6133.741174,5892.93,4999.99,1133.75,Jan-11,2573.32,Feb-11,Aug-11,0
10632,613478,786554,7500,7500,7500,60 months,13.35,172,1 year,RENT,62000,Verified,Dec-10,Charged Off,debt_consolidation,018xx,MA,20.25,0,Jul-01,2,55,13,0,5734,39.90%,28,3955.02,3955.02,2296.96,1642.25,Nov-12,172,NA,Jun-16,1
10633,460848,575597,13000,13000,12825,36 months,11.48,428.59,8 years,MORTGAGE,1.00E+05,Not Verified,Nov-09,Fully Paid,credit_card,701xx,LA,5.24,0,Nov-98,0,77,10,0,27294,44.80%,50,13124.76,12948.08,13000,124.76,Jan-10,13126.51,NA,Apr-16,0
10634,272030,272025,8400,8400,8000,36 months,16.4,296.99,3 years,RENT,49600,Not Verified,Mar-08,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,222xx,VA,27.7,0,Oct-02,5,0,6,0,27750,66.50%,10,9605.542913,9148.14,8400,1205.54,Mar-09,6346.24,Apr-09,Apr-13,0
10635,802950,1008665,25000,25000,22795.12379,60 months,15.23,597.78,4 years,RENT,60000,Verified,Jul-11,Charged Off,debt_consolidation,891xx,NV,24.36,0,Dec-97,1,NA,7,0,10065,50.10%,21,19475.95,15124.2,9754.96,7557.58,Dec-13,597.78,NA,May-14,1
10636,579167,744656,1600,1600,1600,36 months,15.21,55.63,n/a,RENT,57600,Source Verified,Sep-10,Fully Paid,debt_consolidation,923xx,CA,15.77,0,Oct-04,1,NA,4,0,11668,92.60%,12,1714.845534,1714.85,1600,114.85,Apr-11,1437.8,NA,Apr-11,0
10637,606548,778103,8500,7825,7825,60 months,9.99,166.22,6 years,RENT,36000,Source Verified,Nov-10,Fully Paid,other,605xx,IL,24.53,0,Jan-98,2,71,15,0,2122,58.90%,45,9587.083217,9587.08,7825,1762.08,Nov-13,3777,NA,Jun-16,0
10638,1053117,1284700,12500,12500,12475,60 months,13.49,287.56,2 years,MORTGAGE,24960,Verified,Dec-11,Fully Paid,credit_card,640xx,MO,12.64,0,Jan-96,1,NA,7,0,13376,85.70%,18,17152.02,17117.72,12500,4652.02,Apr-16,2486.46,NA,Apr-16,0
10639,429572,509014,12000,12000,9927.311665,36 months,13.16,405.25,4 years,RENT,74500,Not Verified,Aug-09,Charged Off,debt_consolidation,606xx,IL,18.22,0,Jan-97,1,53,12,0,10157,63.90%,21,1617.92,1341.08,1110.71,507.21,Dec-09,405.25,NA,Jun-16,1
10640,968366,1189325,11000,11000,10575,36 months,10.65,358.31,10+ years,MORTGAGE,82500,Verified,Oct-11,Fully Paid,debt_consolidation,935xx,CA,15.19,0,Nov-03,0,45,13,1,7752,44.60%,23,12331.19969,11854.77,11000,1331.2,Mar-13,6614.28,NA,Mar-14,0
10641,692772,883526,12000,12000,11921.86639,36 months,7.29,372.12,3 years,RENT,70000,Not Verified,Mar-11,Fully Paid,debt_consolidation,070xx,NJ,15.79,0,Nov-00,0,NA,9,0,14431,54.60%,22,12984.88708,12899.88,12000,984.89,Aug-12,7049.17,NA,Jun-16,0
10642,814410,1021923,12000,12000,11750,36 months,10.59,390.54,5 years,RENT,150000,Not Verified,Jul-11,Fully Paid,debt_consolidation,921xx,CA,9.92,0,May-92,0,35,8,0,4088,47%,34,13992.84567,13701.33,12000,1992.85,Jul-14,469.38,NA,Jun-16,0
10643,590159,758103,7000,7000,7000,36 months,6.76,215.38,10+ years,MORTGAGE,52800,Source Verified,Oct-10,Fully Paid,home_improvement,237xx,VA,11.66,0,Nov-97,2,NA,7,0,2165,6.90%,16,7484.849691,7484.85,7000,484.85,Jan-12,4484.64,NA,Jan-12,0
10644,793621,998145,5000,5000,5000,36 months,10.59,162.73,10+ years,RENT,28800,Source Verified,Jun-11,Fully Paid,car,554xx,MN,21,0,Jan-02,0,NA,4,1,2619,45.20%,7,5858.047647,5858.05,5000,858.05,Jul-14,174.39,NA,Aug-15,0
10645,870699,1084718,15000,15000,15000,60 months,11.49,329.82,1 year,MORTGAGE,37000,Not Verified,Sep-11,Charged Off,debt_consolidation,547xx,WI,7.91,0,Aug-01,2,NA,20,0,2479,18.20%,41,5276.09,5276.09,3186.12,2089.97,Feb-13,27.68,NA,Jun-16,1
10646,714585,908019,17000,17000,16975,60 months,15.65,410.26,8 years,MORTGAGE,148000,Verified,Apr-11,Fully Paid,credit_card,891xx,NV,20.08,0,Mar-98,1,NA,16,0,68629,51%,34,24614.89994,24578.7,17000,7614.9,Apr-16,409.56,NA,Apr-16,0
10647,795467,1000206,13600,13600,13575,60 months,22.48,379.34,4 years,OWN,40000,Verified,Jun-11,Charged Off,debt_consolidation,785xx,TX,14.28,2,Dec-02,1,16,8,0,175,1.70%,12,5237.11,5227.54,1651.9,2881.1,Jul-12,379.34,NA,Dec-12,1
10648,869019,1082756,15000,15000,14975,60 months,16.49,368.69,2 years,RENT,48716,Verified,Sep-11,Charged Off,debt_consolidation,737xx,OK,22.17,0,Dec-83,0,NA,9,1,16644,86.20%,21,19126.35,19094.54,12201.96,6924.39,Jan-16,368.69,NA,Feb-16,1
10649,762033,922971,20000,20000,20000,60 months,13.43,459.48,6 years,MORTGAGE,1.00E+05,Verified,May-11,Fully Paid,small_business,890xx,NV,17.45,0,Jan-89,3,NA,14,0,14175,31%,27,26664.67101,26664.67,20000,6664.67,Dec-14,4001.55,NA,Jun-16,0
10650,706748,898992,2400,2400,2400,36 months,10.74,78.28,10+ years,MORTGAGE,91000,Source Verified,Mar-11,Fully Paid,credit_card,840xx,UT,21.3,0,Aug-82,1,40,17,0,22299,41.70%,40,2803.855162,2803.86,2400,403.86,Oct-13,540.63,NA,Oct-13,0
10651,156389,156379,900,900,425,36 months,14.38,30.93,2 years,RENT,29000,Not Verified,Nov-07,Does not meet the credit policy. Status:Charged Off,other,119xx,NY,3.1,0,Sep-06,4,0,5,0,997,7.30%,5,489.6,230.84,328.14,134.76,Mar-09,30.93,Sep-09,Sep-09,1
10652,625946,802121,10000,10000,9975,60 months,13.72,231.24,2 years,RENT,40000,Not Verified,Dec-10,Fully Paid,debt_consolidation,440xx,OH,22.83,0,May-01,1,31,9,0,10138,49.90%,21,13793.62,13759.14,10000,3793.62,Apr-15,2035.5,NA,May-15,0
10653,447174,547529,4800,4800,4800,36 months,13.57,163.05,5 years,RENT,66000,Not Verified,Oct-09,Fully Paid,other,921xx,CA,6.29,0,Jan-00,0,80,2,0,500,25%,7,5900.139505,5900.14,4800,1070.14,Oct-12,176.94,NA,Oct-12,0
10654,171220,170849,20000,20000,310.9790017,36 months,11.54,659.91,< 1 year,MORTGAGE,96000,Not Verified,Dec-07,Charged Off,small_business,282xx,NC,17.81,0,Dec-97,2,0,5,0,93,0%,8,18930.34,326.06,4882.92,2283.17,Mar-09,200.01,NA,Jun-16,1
10655,487192,621003,3250,3250,3250,36 months,14.59,112.02,2 years,RENT,28000,Not Verified,Feb-10,Fully Paid,credit_card,975xx,OR,24.6,0,Dec-94,1,NA,6,0,11683,60.20%,10,3663.576403,3663.58,3250,413.58,Mar-11,2433.09,NA,Mar-11,0
10656,548481,707113,3500,3500,3500,36 months,11.86,116.02,1 year,RENT,30000,Source Verified,Jul-10,Fully Paid,debt_consolidation,750xx,TX,11.04,2,Jul-04,0,12,5,0,665,27.70%,9,4115.920323,4115.92,3500,615.92,Oct-12,1226.09,NA,Oct-12,0
10657,393852,432187,9000,1525,1525,36 months,11.89,50.58,10+ years,OWN,98736,Not Verified,May-09,Charged Off,car,030xx,NH,8.12,0,Feb-00,0,NA,9,0,36192,84.60%,19,1044.94,1044.94,776.98,230.42,Jan-11,50.58,NA,Jun-11,1
10658,773438,975486,25000,25000,24975,60 months,14.79,592,5 years,MORTGAGE,159996,Verified,Jun-11,Fully Paid,debt_consolidation,980xx,WA,12.77,0,Jan-00,2,67,12,0,23988,58.80%,21,35519.65,35484.13,25000,10519.65,Jun-16,591.65,NA,Jun-16,0
10659,834281,1044109,15000,15000,15000,36 months,11.99,498.15,10+ years,MORTGAGE,120000,Source Verified,Aug-11,Fully Paid,moving,928xx,CA,4.39,0,May-96,0,NA,11,0,26090,23%,22,17933.09884,17933.1,15000,2933.1,Aug-14,500.52,NA,Aug-14,0
10660,728452,924139,30000,30000,29975,60 months,15.65,723.98,5 years,MORTGAGE,109200,Verified,Apr-11,Fully Paid,home_improvement,334xx,FL,16.45,0,Nov-02,0,NA,16,0,12324,24.30%,30,36330.05611,36299.78,30000,6330.06,Nov-12,24038.98,NA,Nov-12,0
10661,1039833,1269773,6250,6250,6200,36 months,7.9,195.57,6 years,RENT,21000,Not Verified,Nov-11,Fully Paid,debt_consolidation,802xx,CO,21.77,0,Nov-04,0,NA,7,0,8181,85.20%,12,6963.847889,6908.14,6250,713.85,Mar-14,885.07,NA,Mar-14,0
10662,557202,717420,7400,7400,7400,36 months,17.56,265.9,3 years,MORTGAGE,35004,Not Verified,Aug-10,Charged Off,debt_consolidation,402xx,KY,15.6,0,Dec-85,1,NA,8,0,11688,98.20%,25,2924.26,2924.26,1859.88,1054.9,Jul-11,265.9,NA,Jun-16,1
10663,712732,883631,4800,4800,4800,36 months,14.54,165.32,3 years,MORTGAGE,117000,Source Verified,Mar-11,Fully Paid,wedding,201xx,VA,15.42,2,Aug-93,0,14,11,0,19889,84.30%,35,5951.266701,5951.27,4800,1151.27,Apr-14,168.59,NA,Jun-16,0
10664,682070,871187,9000,9000,9000,60 months,10.74,194.52,4 years,MORTGAGE,38792,Not Verified,Feb-11,Fully Paid,credit_card,553xx,MN,24.25,0,Jun-93,0,NA,5,0,13007,86.10%,22,10838.903,10838.9,9000,1838.9,Jul-13,5588.67,NA,Mar-15,0
10665,732946,929207,13000,13000,12975,60 months,13.06,296.19,< 1 year,RENT,27996,Verified,Apr-11,Fully Paid,debt_consolidation,170xx,PA,13.93,0,Dec-00,5,NA,6,0,1092,7.60%,28,14717.56659,14689.26,13000,1702.57,Jun-12,11186.53,NA,Jun-12,0
10666,723122,918022,17000,17000,17000,60 months,16.4,417.03,3 years,RENT,45000,Verified,Apr-11,Fully Paid,major_purchase,190xx,PA,24.05,1,Aug-03,1,18,4,0,4041,61.20%,11,25021.68157,25021.68,17000,8021.68,Apr-16,416.91,NA,Apr-16,0
10667,466729,586455,6000,6000,5900,36 months,7.74,187.32,6 years,MORTGAGE,90000,Not Verified,Dec-09,Fully Paid,debt_consolidation,920xx,CA,15.89,0,Jan-86,0,NA,10,0,37397,29%,19,6743.839952,6631.44,6000,743.84,Dec-12,192.34,NA,Dec-12,0
10668,450865,555007,7500,7500,7450,36 months,12.87,252.25,1 year,RENT,37920,Not Verified,Oct-09,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,208xx,MD,15.08,0,Oct-00,4,NA,9,0,19216,70.90%,18,9078.293274,9017.77,7500,1578.29,Oct-12,507.77,Oct-12,Oct-12,0
10669,441817,530689,3000,3000,3000,36 months,7.05,92.7,5 years,RENT,38000,Not Verified,Sep-09,Fully Paid,credit_card,328xx,FL,16.8,0,Sep-00,2,NA,8,0,4088,15%,19,3194.108334,3194.11,3000,194.11,Dec-10,3.99,NA,Nov-10,0
10670,776021,978330,16000,16000,15975,60 months,18.39,409.7,1 year,RENT,51000,Verified,Jun-11,Charged Off,other,113xx,NY,19.25,0,Aug-05,0,NA,4,0,5217,80.30%,6,19253.98,19223.9,11203.28,8050.7,May-15,409.7,NA,Jun-16,1
10671,1012835,1239996,6000,6000,6000,36 months,7.51,186.67,10+ years,MORTGAGE,31000,Verified,Nov-11,Fully Paid,credit_card,088xx,NJ,21.52,0,Aug-82,4,NA,14,0,14967,30.50%,55,6178.414452,6178.41,6000,178.41,Apr-12,5433.98,NA,Dec-15,0
10672,372131,390689,9000,9000,4822.88405,36 months,12.21,299.84,4 years,RENT,75000,Verified,Jan-09,Fully Paid,debt_consolidation,902xx,CA,1.81,0,Nov-80,2,46,10,0,17307,31.80%,17,10793.96693,5442.2,8999.99,1793.97,Jan-12,304.88,NA,Jan-12,0
10673,1062625,1294499,7000,7000,7000,36 months,9.91,225.58,10+ years,RENT,73882,Not Verified,Dec-11,Fully Paid,debt_consolidation,159xx,PA,11.45,0,Apr-93,0,49,10,0,16783,38.10%,10,8120.660002,8120.66,7000,1120.66,Dec-14,236.31,NA,Dec-14,0
10674,553450,713102,5600,5600,5600,60 months,13.98,130.25,5 years,RENT,84000,Not Verified,Aug-10,Fully Paid,car,900xx,CA,0.84,0,Jan-02,0,60,4,1,862,8.40%,9,7443.440368,7443.44,5600,1843.44,Nov-14,67.07,NA,Nov-14,0
10675,618115,792398,5000,5000,5000,36 months,9.99,161.32,4 years,RENT,75000,Source Verified,Nov-10,Fully Paid,debt_consolidation,916xx,CA,4.46,0,Oct-02,0,NA,3,0,249,10%,18,5259.047048,5259.05,5000,259.05,Oct-11,613.71,NA,Jun-16,0
10676,390139,424919,6000,6000,5725,36 months,9.32,191.69,10+ years,MORTGAGE,57000,Not Verified,Apr-09,Fully Paid,moving,317xx,GA,11.56,0,Aug-90,5,NA,14,0,14650,24.50%,25,6885.789918,6570.19,6000,885.79,Dec-11,967.01,NA,Dec-11,0
10677,984074,1207653,3500,3500,3500,36 months,6.62,107.47,8 years,RENT,69996,Source Verified,Oct-11,Fully Paid,other,919xx,CA,23.33,0,Nov-98,0,NA,9,0,3490,31.60%,26,3868.64,3868.64,3500,368.64,Oct-14,114.62,NA,Jun-16,0
10678,771296,973054,3725,3725,3725,36 months,8.49,117.58,3 years,RENT,120000,Not Verified,Jun-11,Fully Paid,credit_card,770xx,TX,23.03,0,Dec-94,0,NA,9,0,23328,81.30%,41,4232.545844,4232.55,3725,507.55,Jun-14,138.06,NA,Jun-16,0
10679,419024,491487,5000,5000,5000,36 months,16,175.79,4 years,MORTGAGE,50700,Verified,Jun-09,Does not meet the credit policy. Status:Charged Off,medical,080xx,NJ,5.82,0,Mar-01,0,59,10,0,49082,0%,31,2812.34,2812.34,1924.31,877.29,Nov-10,175.79,Apr-11,Jun-16,1
10680,821953,1030350,3200,3200,3200,36 months,10.99,104.75,3 years,RENT,84000,Source Verified,Jul-11,Charged Off,major_purchase,937xx,CA,24.06,0,Jul-03,2,46,5,0,422,28.10%,20,1397.24,1397.24,948.49,304.5,Aug-12,104.75,NA,Feb-13,1
